speaker,speech,document
Rana el Kaliouby,"I do goal setting with my kids, we all have our goals. But but but I think we're starting to morph into more of these, like bigger picture goals and not obsess about like, I don't know, it's hard.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Well, I honestly think, especially with kids, it's better, much, much better to have a plan and have goals and so on. Because you have to, you have to learn the muscle of like, what it feels like to get stuff done. Yeah. But I think once you learn that there's flexibility for me, because I spent most of my life with goal setting, and so on. So like, sure I've gotten good grades in school, I mean, school, if you want to be successful school, you have, I mean, the kind of stuff in high school and college that kids have to do, in terms of managing their time getting so much stuff done. It's like, you know, taking 567 classes in college, they're like that would break the spirit of most humans, if they took one of them later in life, that's a really difficult stuff, especially engineering curricula. So I think you have to learn that skill. But once you learn it, you can maybe because you're you can be a little bit of on autopilot and use that momentum. And then allow yourself to be lost in the flow of life, you know, just kind of also give like, I worked pretty hard to allow myself to have the freedom to do that. That's really, right. That's a tricky freedom to have. Yeah. Because like a lot of people get lost in the rat race. And they right. And they also, like, financially, they, whenever you get a raise, they'll get like a bigger house. Right? Right. Right. So this I put for so like, if there's, you're always trapped in this race, I put a lot of emphasis on living like below my means always. So there's a lot of freedom to do whatever. Whatever the heart desires that yeah, that's a really, but everyone has to decide what's the right thing? What's the right thing for them, for some people having a lot of responsibilities, like a house, they can barely afford, or having a lot of kids, the responsibility side of that is really helps them get their shit together. Like, alright, I need to be really focused on some of the most successful people I know, have kids and the kids bring out the best in them and make them more productive and less productive accountability. Yeah, accountability thing, and almost something to actually live and fight and work for, like having a family. Yeah. It's It's fascinating to see, because you would think kids would be a hit on productivity, but they're not. For a lot of really successful people. They really like they're like an engine of right efficiency. Oh, my God. Yeah. Yeah. It's weird. Yeah. I mean, it's beautiful. It's beautiful to see and also source of happiness. Speaking of which, what role do you think love plays in the human condition? Love?","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,I think love is is. I think I think it's why we're all here. I think it would be very hard to live life without love in any of its forms. Right.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Yeah, that's the most beautiful forms. It's that human connection takes right. Yeah, I feel like","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"everybody wants to feel loved. Right. And one way or another right and to love Yeah, love to totally. Yeah, I agree with that. Both","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"of it. I'm gonna Yeah, sure what feels better. Both both like,","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,to give love to. Yeah.,"Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"And it is like we've been talking about an interesting question where there's some of that whether One day we'll be able to love a toaster. Some small, I wasn't quite thinking about that when I toasted love Okay. Brad Pitt? Alright, well, I think we, we started on love and love. This was an incredible conversation, Ron, and thank you so much. You're an incredible person, thank you for everything you're doing in AI in the space of just caring about humanity, human emotion about love and being an inspiration to a huge number of people in robotics and AI in science in the world of general. So thank you for talking to me. It's an honor.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Rana el Kaliouby,"Thank you for having me. And you know, I'm a big fan of yours as well. So it's been a pleasure.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
Lex Fridman,"Thanks for listening to this conversation with Ronda alkyl UB. To support this podcast. Please check out our sponsors in the description. And now, let me leave you with some words from Helen Keller. The best the most beautiful things in the world cannot be seen or even touched. They must be felt with the heart. Thank you for listening, and hope to see you next time.","Rana el Kaliouby - Emotion AI, Social Robots, and Self-Driving Cars.txt"
